index,character,dialogue,episode
250,THREEPIO,But...but...but...where are you going? Uh...come back!!,V
251,THREEPIO,Wait! Wait for me! Wait! Stop!,V
252,THREEPIO,How typical.,V
253,HAN,Come on.,V
254,HAN,"Hurry up, goldenrod, or you're going to be a permanent resident!",V
255,THREEPIO,Wait! Wait!,V
256,HAN,How's this?,V
257,LEIA,Would it helped if I got out and pushed?,V
258,HAN,It might.,V
259,THREEPIO,"Captain Solo, Captain Solo...sir, might I suggest that  you...",V
260,THREEPIO,It can wait.,V
261,LEIA,The bucket of bolts is never going to get us past that blockade.,V
262,HAN,"This baby's got a few surprises left in her, sweetheart.",V
263,HAN,Come on! Come on! Switch over. Let's hope we don't have a  burnout.,V
264,HAN,See?,V
265,LEIA,"Someday you're going to be wrong, and I hope I'm there to see it.",V
266,HAN,Punch it!,V
267,LUKE,Artoo! Get her ready for takeoff.,V
268,WEDGE,"Good luck, Luke. See you at the rendezvous.",V
269,LUKE,"Don't worry, Artoo. We're going, we're going.",V
270,LUKE,"There's nothing wrong, Artoo. I'm just setting a  new course.",V
271,LUKE,We're not going to regroup with the others.,V
272,LUKE,We're going to the Dagobah system.,V
273,LUKE,"Yes, Artoo?",V
274,LUKE,That's all right. I'd like to keep it  on manual control for a while.,V
275,HAN,I saw them! I saw them!,V
276,LEIA,Saw what?,V
277,HAN,"Star Destroyers, two of them, coming right at us.",V
278,THREEPIO,"Sir, sir! Might I suggest...",V
279,HAN,Shut him up or shut him down!  Check the  deflector shield!,V
280,HAN,"Oh, great. Well, we can still outmaneuver them.",V
281,IMPERIAL,"OFFICER"" ""Take evasive action!",V
282,HAN,Prepare to make the jump to light-speed.,V
283,THREEPIO,"But, sir!",V
284,LEIA,They're getting closer!,V
285,HAN,Oh yeah? Watch this.,V
286,LEIA,Watch what?,V
287,HAN,I think we're in trouble.,V
288,THREEPIO,"If I may say so, sir, I noticed earlier the hyperdrive  motivator has been damaged. It's impossible to go to light-speed!",V
289,HAN,We're in trouble!,V
290,HAN,Horizontal boosters...!,V
291,HAN,Alluvial dampers...! Well that's not it.,V
292,HAN,Bring me the hydrospanners!,V
293,HAN,I don't know how we're going to get out of this one.,V
294,HAN,Oww! Chewie!,V
295,HAN,That was no laser blast! Something hit us.,V
296,LEIA,"Han, get up here!",V
297,HAN,"Come on, Chewie!",V
298,LEIA,Asteroids!,V
299,HAN,"Oh, no! Chewie, set two-seven-one.",V
300,LEIA,What are you doing? You're not actually going into an asteroid  field?,V
301,HAN,"They'd be crazy to follow us, wouldn't they?",V
302,LEIA,You don't have to do this to impress me.,V
303,THREEPIO,"Sir, the possibility of successfully navigating an asteroid  field is approximately three thousand, seven hundred and twenty to one.",V
304,HAN,Never tell me the odds!,V
305,HAN,"You said you wanted to be around when I made a mistake; well,  this could be it, sweetheart.",V
306,LEIA,I take it back. We're going to get pulverized if we stay out  here much longer.,V
307,HAN,I'm not going to argue with that.,V
308,THREEPIO,Pulverized?,V
309,HAN,I'm going in closer to one of the big ones.,V
310,LEIA,Closer?,V
311,THREEPIO,Closer?!,V
312,THREEPIO,"Oh, this is suicide!",V
313,HAN,There. That looks pretty good.,V
314,LEIA,What looks pretty good?,V
315,HAN,Yeah. That'll do nicely.,V
316,THREEPIO,"Excuse me, ma'am, but where are we going?",V
317,LEIA,I hope you know what you're doing.,V
318,HAN,"Yeah, me too.",V
319,LUKE,"Yes, that's it. Dagobah.",V
320,LUKE,"No, I'm not going to change my mind about this.   I'm not picking up any cities or technology. Massive life-form readings, though. There's something alive down there...",V
321,LUKE,"Yes, I'm sure it's perfectly safe for droids.",V
322,LUKE,"I know, I know! All the scopes are dead. I can't  see a thing! Just hang on, I'm going to start the landing cycle...",V
323,LUKE,"No, Artoo, you stay put. I'll have a look around.",V
324,LUKE,Artoo?,V
325,LUKE,Artoo! Where are you?,V
326,LUKE,Artoo! You be more careful.,V
327,LUKE,Artoo -- that way!,V
328,LUKE,Artoo!,V
329,LUKE,"Oh, no! Are you all right? Come on. You're lucky you don't taste  very good. Anything broken?",V
330,LUKE,"If you're saying coming here was a bad idea, I'm beginning to  agree with you. Oh, Artoo, what are we doing here? It's like... something out of a dream, or, I don't know. Maybe I'm just going crazy.",V
331,VADER,"Yes, Admiral?",V
332,PIETT,"Our ships have sighted the Millennium Falcon, lord. But...it  has entered an asteroid field and we cannot risk...",V
333,VADER,"Asteroids do not concern me, Admiral. I want  that ship and not excuses.",V
334,PIETT,"Yes, lord.",V
335,HAN,I'm going to shut down everything but the emergency power  systems.,V
336,THREEPIO,"Sir, I'm almost afraid to ask, but...does that include  shutting me down, too?",V
337,HAN,"No, I need you to talk to the Falcon, find out what's wrong with  the hyperdrive.",V
338,THREEPIO,"Sir, it's quite possible this asteroid is not entirely  stable.",V
339,HAN,"Not entirely stable? I'm glad you're here to tell us these  things.  Chewie, take the professor in the back and plug him into the hyperdrive.",V
340,THREEPIO,"Oh! Sometimes I just don't understand human behavior. After  all, I'm only trying to do my job in the most...",V
341,LEIA,Let go.,V
342,HAN,Sshh!,V
343,LEIA,"Let go, please.",V
344,HAN,Don't get excited.,V
345,LEIA,"Captain, being held by you isn't quite enough to get me excited.",V
346,HAN,"Sorry, sweetheart. We haven't got time for anything else.",V
347,LUKE,Ready for some power? Okay. Let's see now. Put that in there.  There you go.,V
348,LUKE,Now all I have to do is find this Yoda...if he even  exists.,V
349,LUKE,Still...there's something familiar about this place. I feel  like...I don't know...,V
350,STRANGE,"VOICE"" ""Feel like what?",V
351,LUKE,Like we're being watched!,V
352,CREATURE,Away with your weapon! I mean you no harm.,V
353,CREATURE,"I am wondering, why are you here?",V
354,LUKE,I'm looking for someone.,V
355,CREATURE,"Looking? Found someone, you have, I would say, hmmm?",V
356,LUKE,Right.,V
357,CREATURE,"Help you I can. Yes, mmmm.",V
358,LUKE,I don't think so. I'm looking for a great warrior.,V
359,CREATURE,Ahhh! A great warrior.  Wars not  make one great.,V
360,LUKE,Put that down. Hey! That's my dinner.,V
361,CREATURE,"How you get so big, eating food of this kind?",V
362,LUKE,"Listen, friend, we didn't mean to land in that puddle, and if we  could get our ship out, we would, but we can't, so why don't you just...",V
363,CREATURE,"Aww, cannot get your ship out?",V
364,LUKE,"Hey, you could have broken this. Don't do that. Ohhh...you're  making a mess. Hey, give me that!",V
365,CREATURE,Mine! Or I will help you not.,V
366,LUKE,I don't want your help. I want my lamp back. I'll need it to get  out of this slimy mudhole.,V
367,CREATURE,Mudhole? Slimy? My home this is.,V
368,CREATURE,"Ah, ah, ah!",V
369,LUKE,"Oh, Artoo, let him have it.",V
370,CREATURE,Mine! Mine!,V
371,LUKE,Artoo!,V
372,CREATURE,Mine!,V
373,CREATURE,Mine!,V
374,LUKE,"Now will you move along, little fella? We're got a lot  of work to do.",V
375,CREATURE,"No! No, no! Stay and help you, I will.  Find your  friend, hmm?",V
376,LUKE,"I'm not looking for a friend, I'm looking for a Jedi Master.",V
377,CREATURE,Oohhh. Jedi Master. Yoda. You seek Yoda.,V
378,LUKE,You know him?,V
379,CREATURE,"Mmm. Take you to him, I will.  Yes, yes. But now, we  must eat. Come. Good food. Come.",V
380,CREATURE,"Come, come.",V
381,LUKE,"Stay here and watch after the camp, Artoo.",V
382,THREEPIO,"Oh, where is Artoo when I need him?",V
383,THREEPIO,"Sir, I don't know where your ship learned to communicate,  but it has the most peculiar dialect. I believe, sir, it says that the power coupling on the negative axis has been polarized. I'm afraid you'll have to replace it.",V
384,HAN,"Well, of course I'll have to replace it.",V
385,HAN,Here! And Chewie...,V
386,HAN,...I think we'd better replace the negative power  coupling.,V
387,HAN,"Hey, Your Worship, I'm only trying to help.",V
388,LEIA,Would you please stop calling me that?,V
389,HAN,"Sure, Leia.",V
390,LEIA,"Oh, you make it so difficult sometimes.",V
391,HAN,"I do, I really do. You could be a little nicer, though.  Come on, admit it. Sometimes you think I'm all right.",V
392,LEIA,Occasionally  maybe...when you aren't  acting like a scoundrel.,V
393,HAN,Scoundrel? Scoundrel? I like the sound of that.,V
394,LEIA,Stop that.,V
395,HAN,Stop what?,V
396,LEIA,Stop that! My hands are dirty.,V
397,HAN,"My hands are dirty, too. What are you afraid of?",V
398,LEIA,Afraid?,V
399,HAN,You're trembling.,V
400,LEIA,I'm not trembling.,V
401,HAN,You like me because I'm a scoundrel. There aren't enough  scoundrels in your life.,V
402,LEIA,I happen to like nice men.,V
403,HAN,I'm a nice man.,V
404,LEIA,"No, you're not. You're...",V
405,THREEPIO,"Sir, sir! I've isolated the reverse power flux coupling.",V
406,HAN,Thank you. Thank you very much.,V
407,THREEPIO,"Oh, you're perfectly welcome, sir.",V
408,NEEDA,"...and that, Lord Vader, was the last time they  appeared in any of our scopes. Considering the amount of damage we've sustained, they must have been destroyed.",V
409,VADER,"No, Captain, they're alive. I want every ship available to  sweep the asteroid field until they are found.",V
410,PIETT,Lord Vader.,V
411,VADER,"Yes, Admiral, what is it?",V
412,PIETT,The Emperor commands you make contact with him.,V
413,VADER,Move the ship out of the asteroid field so that we can send a  clear transmission.,V
414,PIETT,"Yes, my lord.",V
415,VADER,"What is thy bidding, my master?",V
416,EMPEROR,There is a great disturbance in the Force.,V
417,VADER,I have felt it.,V
418,EMPEROR,We have a new enemy -- Luke Skywalker.,V
419,VADER,"Yes, my master.",V
420,EMPEROR,He could destroy us.,V
421,VADER,He's just a boy. Obi-Wan can no longer help him.,V
422,EMPEROR,The Force is strong with him. The son of Skywalker must not  become a Jedi.,V
423,VADER,"If he could be turned, he would become a powerful ally.",V
424,EMPEROR,Yes. Yes. He would be a great asset. Can it be done?,V
425,VADER,"He will join us or die, my master.",V
426,LUKE,"Look, I'm sure it's delicious. I just don't understand why we  can't see Yoda now.",V
427,CREATURE,"Patience! For the Jedi it is time to eat as well. Eat, eat.  Hot. Good food, hm? Good, hmm?",V
428,LUKE,How far away is Yoda? Will it take us long to get there?,V
429,CREATURE,"Not far. Yoda not far. Patience. Soon you will be with him.   Rootleaf, I cook. Why wish you become Jedi? Hm?",V
430,LUKE,"Mostly because of my father, I guess.",V
431,CREATURE,"Ah, your father. Powerful Jedi was he, powerful Jedi, mmm.",V
432,LUKE,"Oh, come on. How could you know my father? You  don't even know who I am.  Oh, I don't even know what I'm doing here. We're wasting our time.",V
433,CREATURE,I cannot teach him. The boy has no patience.,V
434,BEN,He will learn patience.,V
435,YODA,"Hmmm. Much anger in him, like his father.",V
436,BEN,Was I any different when you taught me?,V
437,YODA,Hah. He is not ready.,V
438,LUKE,"Yoda! I am ready. I...Ben! I can be a Jedi. Ben, tell him I'm  ready.",V
439,YODA,"Ready, are you? What know you of ready? For eight hundred years  have I trained Jedi. My own counsel will I keep on who is to be trained! A Jedi must have the deepest commitment, the most serious mind.  This one a long time have I watched. Never his mind on where he was. Hmm? What he was doing. Hmph. Adventure. Heh! Excitement. Heh! A Jedi craves not these things.  You are reckless!",V
440,BEN,"So was I, if you'll remember.",V
441,YODA,"He is too old. Yes, too old to begin the training.",V
442,LUKE,But I've learned so much.,V
443,YODA,Will he finished what he begins?,V
444,LUKE,I won't fail you -- I'm not afraid.,V
445,YODA,"Oh, you will be. You will be.",V
446,THREEPIO,"Sir, if I may venture an opinion...",V
447,HAN,"I'm not really interested in your opinion, Threepio.",V
448,LEIA,There's something out there.,V
449,HAN,Where?,V
450,LEIA,"Outside, in the cave.",V
451,THREEPIO,There it is. Listen! Listen!,V
452,HAN,I'm going out there.,V
453,LEIA,Are you crazy?!,V
454,HAN,I just got this bucket back together. I'm not going to let  something tear it apart.,V
455,LEIA,Then I'm going with you.,V
456,THREEPIO,"I think it might be better if I stay here and guard the  ship.  Oh, no.",V
457,LEIA,This ground sure feels strange. It doesn't feel like rock at  all.,V
458,HAN,There's an awful lot of moisture in here.,V
459,LEIA,I don't know. I have a bad feeling about this.,V
460,HAN,Yeah.,V
461,HAN,Watch out!,V
462,HAN,"Yeah, that's what I thought. Mynock. Chewie, check the rest of  the ship, make sure there aren't any more attached. They're chewing on the power cables.",V
463,LEIA,Mynocks?,V
464,HAN,Go on inside. We'll clean them off if there are any more.,V
465,THREEPIO,Ohhh! Go away! Go away! Beastly thing. Shoo! Shoo!,V
466,HAN,Wait a minute...,V
467,HAN,"All right, Chewie, let's get out of here!",V
468,LEIA,The Empire is still out there. I don't think it's wise to...,V
469,HAN,No time to discuss this as a committee.,V
470,LEIA,I am not a committee!,V
471,LEIA,You can't make the jump to light-speed in this asteroid field...,V
472,HAN,"Sit down, sweetheart. We're taking off!",V
473,THREEPIO,Look!,V
474,HAN,"I see it, I see it.",V
475,THREEPIO,We're doomed!,V
476,LEIA,The cave is collapsing.,V
477,HAN,This is no cave.,V
478,LEIA,What?,V
479,YODA,"Run! Yes. A Jedi's strength flows from the Force. But beware of  the dark side. Anger...fear...aggression. The dark side of the Force are they. Easily they flow, quick to join you in a fight. If once you start down the dark path, forever will it dominate your destiny, consume you it will, as it did Obi-Wan's apprentice.",V
480,LUKE,Vader. Is the dark side stronger?,V
481,YODA,"No...no...no. Quicker, easier, more seductive.",V
482,LUKE,But how am I to know the good side from the bad?,V
483,YODA,"You will know. When you are calm, at peace. Passive. A Jedi uses  the Force for knowledge and defense, never for attack.",V
484,LUKE,But tell me why I can't...,V
485,YODA,"No, no, there is no why. Nothing more will I  teach you today. Clear your mind of questions. Mmm. Mmmmmm.",V
486,LUKE,There's something not right here.,V
487,LUKE,"I feel cold, death.",V
488,YODA,That place...is strong with the dark side of the Force. A domain  of evil it is. In you must go.,V
489,LUKE,What's in there?,V
490,YODA,Only what you take with you.,V
491,YODA,Your weapons...you will not need them.,V
492,PIETT,Bounty hunters. We don't need that scum.,V
493,FIRST,"CONTROLLER"" ""Yes, sir.",V
494,PIETT,Those Rebels won't escape us.,V
495,SECOND,"CONTROLLER"" ""Sir, we have a priority signal from the Star  Destroyer Avenger.",V
496,PIETT,Right.,V
497,VADER,"...there will be a substantial reward for the one who finds  the Millennium Falcon. You are free to use any methods necessary, but I want them alive. No disintegrations.",V
498,BOBA,"FETT"" ""As you wish.",V
499,PIETT,"Lord Vader! My lord, we have them.",V
500,THREEPIO,"Oh, thank goodness we're coming out of the asteroid field.",V
501,HAN,Let's get out of here. Ready for light-speed? One...two...three!,V
502,HAN,It's not fair!,V
503,HAN,The transfer circuits are working. It's not my fault!,V
504,LEIA,No light-speed?,V
505,HAN,It's not my fault.,V
506,THREEPIO,"Sir, we just lost the main rear deflector shield. One more  direct hit on the back quarter and we're done for.",V
507,HAN,Turn her around.,V
508,HAN,I said turn her around! I'm going to put all power in the front  shield.,V
509,LEIA,You're going to attack them?!,V
510,THREEPIO,"Sir, the odds of surviving a direct assault on an Imperial  Star Destroyer...",V
511,LEIA,Shut up!,V
512,NEEDA,They're moving to attack position. Shields up!,V
513,NEEDA,"Track them,. They may come around for another pass.",V
514,TRACKING,"OFFICER"" ""Captain Needa, the ship no longer appears on our  scopes.",V
515,NEEDA,They can't have disappeared. No ship that small has a cloaking  device.,V
516,TRACKING,"OFFICER"" ""Well, there's no trace of them, sir.",V
517,COMMUNICATIONS,"OFFICER"" ""Captain, Lord Vader demands an update on the  pursuit.",V
518,NEEDA,"Get a shuttle ready. I shall assume full  responsibility for losing them, and apologize to Lord Vader. Meanwhile, continue to scan the area.",V
519,COMMUNICATIONS,"OFFICER"" ""Yes, Captain Needa.",V
520,YODA,Use the Force. Yes...,V
521,YODA,Now...the stone. Feel it.,V
522,YODA,Concentrate!,V
523,LUKE,"Oh, no. We'll never get it out now.",V
524,YODA,So certain are you. Always with you it cannot be done. Hear you  nothing that I say?,V
525,LUKE,"Master, moving stones around is one thing. This is totally  different.",V
526,YODA,No! No different! Only different in your mind. You must unlearn  what you have learned.,V
527,LUKE,"All right, I'll give it a try.",V
528,YODA,No! Try not. Do. Or do not. There is no try.,V
529,LUKE,I can't. It's too big.,V
530,YODA,"Size matters not. Look at me. Judge me by my size, do you? Hm?  Mmmm.",V
531,YODA,"And well you should not. For my ally in the Force. And a  powerful ally it is. Life creates it, makes it grow. It's energy surrounds us and binds us. Luminous beings are we......not this crude matter.  You must feel the Force around you.  Here, between you...me...the tree...the rock...everywhere! Yes, even between this land and that ship!",V
532,LUKE,You want the impossible.,V
533,LUKE,I don't...I don't believe it.,V
534,YODA,That is why you fail.,V
535,VADER,"Apology accepted, Captain Needa.",V
536,PIETT,"Lord Vader, our ships have completed their scan of the area and  found nothing. If the Millennium Falcon went into light-speed, it'll be on the other side of the galaxy by now.",V
537,VADER,Alert all commands. Calculate every possible destination along  their last know trajectory.,V
538,PIETT,"Yes, my lord. We'll find them.",V
539,VADER,"Don't fail me again, Admiral.",V
540,PIETT,Alert all commands. Deploy the fleet.,V
541,THREEPIO,"Captain Solo, this time you have gone too far.  No, I will not be quiet, Chewbacca. Why doesn't anyone listen to me?",V
542,HAN,The fleet is beginning to break up. Go back and stand  by the manual release for the landing claw.,V
543,THREEPIO,I really don't see how thats going to help. Surrender is a  perfectly acceptable alternative in extreme circumstances. The Empire may be gracious enough...,V
544,HAN,Thank you.,V
545,LEIA,What did you have in mind for your next move?,V
546,HAN,"Well, if they follow standard Imperial procedure, they'll dump  their garbage before they go to light-speed, then we just float away.",V
547,LEIA,With the rest of the garbage. Then what?,V
548,HAN,Then we've got to find a safe port somewhere around here. Got any  ideas?,V
549,LEIA,No. Where are we?,V
550,HAN,The Anoat system.,V
551,LEIA,Anoat system. There's not much there.,V
552,HAN,"No. Well, wait. This is interesting. Lando.",V
553,LEIA,Lando system?,V
554,HAN,"Lando's not a system, he's a man. Lando Calrissian. He's a card  player, gambler, scoundrel. You'd like him.",V
555,LEIA,Thanks.,V
556,HAN,"Bespin. It's pretty far, but I think we can make it.",V
557,LEIA,A mining colony?,V
558,HAN,"Yeah, a Tibanna gas mine. Lando conned somebody out of it. We go  back a long way, Lando and me.",V
559,LEIA,Can you trust him?,V
560,HAN,"No. But he has no love for the Empire, I can tell you that.",V
561,HAN,"Here we go, Chewie. Stand by. Detach!",V
562,LEIA,"You do have your moments. Not many, but you have them.",V
563,YODA,"Concentrate...feel the Force flow. Yes. Good. Calm, yes. Through  the Force, things you will see. Other places. The future...the past. Old friends long gone.",V
564,LUKE,Han! Leia!,V
565,YODA,"Hmm. Control, control. You must learn control.",V
566,LUKE,I saw...I saw a city in the clouds.,V
567,YODA,Mmm. Friends you have there.,V
568,LUKE,They were in pain.,V
569,YODA,It is the future you see.,V
570,LUKE,Future? Will they die?,V
571,YODA,Difficult to see. Always in motion is the future.,V
572,LUKE,I've got to go to them.,V
573,YODA,"Decide you must how to serve them best. If you leave now, help  them you could. But you would destroy all for which they have fought and suffered.",V
574,HAN,"No, I don't have a landing permit. I'm trying  to reach Lando Calrissian.",V
575,HAN,Whoa! Wait a minute! Let me explain.,V
576,INTERCOM,"VOICE"" ""You will not deviate from your present course.",V
577,THREEPIO,"Rather touchy, aren't they?",V
578,LEIA,I thought you knew this person.,V
579,HAN,"Well, that was a long time ago. I'm sure he's  forgotten about that.",V
580,INTERCOM,"VOICE"" ""Permission granted to land on Platform  Three-two-seven.",V
581,HAN,Thank you.,V
582,HAN,"There's nothing to worry about. We go way back, Lando and me.",V
583,LEIA,Who's worried?,V
584,THREEPIO,Oh. No one to meet us.,V
585,LEIA,I don't like this.,V
586,HAN,"Well, what would you like?",V
587,THREEPIO,"Well, they did let us land.",V
588,HAN,"Look, don't worry. Everything's going to be fine. Trust me.",V
589,HAN,"See? My friend.  Keep your eyes open, okay?",V
590,LANDO,"Why, you slimy, double-crossing, no-good swindler! You've got a  lot of guts coming here, after what you pulled.",V
591,LANDO,"How you doing, you old pirate? So good to see you! I  never thought I'd catch up with you again. Where you been?",V
592,THREEPIO,"Well, he seems very friendly.",V
593,LEIA,Yes...very friendly.,V
594,LANDO,What are you doing here?,V
595,HAN,Ahh...repairs. I thought you could  help me out.,V
596,LANDO,What have you done to my ship?,V
597,HAN,"Your ship? Hey, remember, you lost her to me fair and square.",V
598,LANDO,Hello. What have we here? Welcome. I'm Lando Calrissian. I'm  the administrator of this facility. and who might you be?,V
599,LEIA,Leia.,V
600,LANDO,"Welcome, Leia.",V
601,HAN,"All right, all right, you old smoothie.",V
602,THREEPIO,"Hello, sir. I am See-Threepio, human-cyborg relations. My  facilities are at your...",V
603,THREEPIO,"Well, really!",V
604,LANDO,What's wrong with the Falcon?,V
605,HAN,Hyperdrive.,V
606,LANDO,I'll get my people to work on it.,V
607,HAN,Good.,V
608,LANDO,"You know, that ship saved my life quite a few times. She's the  fastest hunk of junk in the galaxy.",V
609,HAN,How's the gas mine? Is it paying off for you?,V
610,LANDO,"Oh, not as well as I'd like. We're a small outpost and not very  self-sufficient. And I've had supply problems of every kind. I've had labor difficulties... What's so funny?",V
611,HAN,"You. Listen to you -- you sound like a businessman, a responsible  leader. Who'd have thought that, huh?",V
612,LANDO,"You know, seeing you sure brings back a few things.",V
613,HAN,Yeah.,V
614,LANDO,"Yeah, I'm responsible these days. It's the  price you pay for being successful.",V
615,THREEPIO,Oh! Nice to see a familiar face.,V
616,SECOND,"THREEPIO"" ""E chu ta!",V
617,THREEPIO,How rude!,V
618,THREEPIO,That sounds like an R2 unit in there. I wonder if...,V
619,THREEPIO,"Hello? How interesting. Oh, my.",V
620,MAN,Who are you?,V
621,THREEPIO,"Oh, I'm terribly sorry. I...I didn't mean to intrude. No,  no, please don't get up. No!",V
622,YODA,Luke! You must complete the training.,V
623,LUKE,I can't keep the vision out of my head. They're my friends. I've  got to help them.,V
624,YODA,You must not go!,V
625,LUKE,But Han and Leia will die if I don't.,V
626,BEN,You don't know that.,V
627,BEN,Even Yoda cannot see their fate.,V
628,LUKE,But I can help them! I feel the Force!,V
629,BEN,"But you cannot control it. This is a dangerous time for you, when  you will be tempted by the dark side of the Force.",V
630,YODA,"Yes, yes. To Obi-Wan you listen. The cave. Remember your failure  at the cave!",V
631,LUKE,"But I've learned so much since then. Master Yoda, I promise to  return and finish what I've begun. You have my word.",V
632,BEN,It is you and your abilities the Emperor wants. that is why your  friends are made to suffer.,V
633,LUKE,And that is why I have to go.,V
634,BEN,"Luke, I don't want to lose you to the Emperor the way I lost  Vader.",V
635,LUKE,You won't.,V
636,YODA,"Stopped they must be. On this depends. Only a fully trained Jedi  Knight with the Force as his ally will conquer Vader and his Emperor. If you end your training now, if you choose the quick and easy path, as Vader did, you will become an agent of evil.",V
637,BEN,Patience.,V
638,LUKE,And sacrifice Han and Leia?,V
639,YODA,If you honor what they fight for...yes!,V
640,BEN,"If you choose to face Vader, you will do it alone. I cannot  interfere.",V
641,LUKE,"I understand.  Artoo, fire up the  converters.",V
642,BEN,"Luke, don't give in to hate -- that leads to the dark side.",V
643,YODA,Strong is Vader. Mind what you have learned. Save you it can.,V
644,LUKE,I will. And I'll return. I promise.,V
645,YODA,"Told you, I did. Reckless is he. Now matters are worse.",V
646,BEN,That boy is our last hope.,V
647,YODA,No. There is another.,V
648,HAN,The ship is almost finished. Two or Three more things and we're  in great shape.,V
649,LEIA,The sooner the better. Something's wrong here. No one has seen  or knows anything about Threepio. He's been gone too long to have gotten lost.,V
650,HAN,Relax. I'll talk to Lando and see what I can find out.,V
651,LEIA,I don't trust Lando.,V
652,HAN,"Well, I don't trust him, either. But he is my friend. Besides,  we'll soon be gone.",V
653,LEIA,"And then you're as good as gone, aren't you?",V
654,LEIA,What happened?,V
655,HAN,Where? Found him in a junk pile?,V
656,LEIA,"Oh, what a mess. Chewie, do you think you can repair him?",V
657,HAN,Lando's got people who can fix him.,V
658,LEIA,"No, thanks.",V
659,LANDO,I'm sorry. Am I interrupting anything?,V
660,LEIA,Not really.,V
661,LANDO,You look absolutely beautiful. You truly belong here with us  among the clouds.,V
662,LEIA,Thank you.,V
663,LANDO,Will you join me for a little refreshment?,V
664,LANDO,"Everyone's invited, of course.",V
665,LANDO,Having trouble with you droid?,V
666,HAN,No. No problem. Why?,V
667,LANDO,"So you see, since we're a small operation, we don't fall into  the...uh...jurisdiction of the Empire.",V
668,LEIA,So you're part of the mining guild then?,V
669,LANDO,"No, not actually. Our operation is small enough not to be  noticed...which is advantageous for everybody since our customers are anxious to avoid attracting attention to themselves.",V
670,HAN,Aren't you afraid the Empire's going to find out about this  little operation and shut you down?,V
671,LANDO,That's always been a danger looming like a shadow over  everything we've built here. But things have developed that will insure security. I've just made a deal that will keep the Empire out of here forever.,V
672,VADER,We would be honored if you would join us.,V
673,LANDO,I had no choice. They arrived right before you did. I'm sorry.,V
674,HAN,"I'm sorry, too.",V
675,LUKE,"No, Threepio's with them.",V
676,LUKE,Just hang on. We're almost there.,V
677,THREEPIO,"Mmmm. Oh, my. Uh, I, uh -- Take this off! I, uh, don't mean  to intrude here. I, don't, no, no, no...Please don't get up. No!",V
678,THREEPIO,"Stormtroopers? Here? We're in danger. I must tell the  others. Oh, no! I've been shot!",V
679,LANDO,Lord Vader.,V
680,VADER,You may take Captain Solo to Jabba the Hut after I  have Skywalker.,V
681,BOBA,"FETT"" ""He's no good to me dead.",V
682,VADER,He will not be permanently damaged.,V
683,LANDO,"Lord Vader, what about Leia and the Wookiee?",V
684,VADER,They must never again leave this city.,V
685,LANDO,"That was never a condition of our agreement, nor was giving Han  to this bounty hunter!",V
686,VADER,Perhaps you think you're being treated unfairly.,V
687,LANDO,No.,V
688,VADER,Good. It would be unfortunate if I had to leave a garrison  here.,V
689,LANDO,This deal's getting worse all the time.,V
690,THREEPIO,"Oh, yes, that's very good. I like that. Oh! Something's not  right because now I can't see. Wait. Wait! Oh, my! what have you done? I'm backwards, you stupid furball. Only an overgrown mophead like you would be stupid enough...",V
691,HAN,I feel terrible.,V
692,LEIA,Why are they doing this?,V
693,HAN,They never even asked me any questions.,V
694,LEIA,Lando.,V
695,HAN,"Get out of here, Lando!",V
696,LANDO,Shut up and listen! Vader has agreed to turn Leia and Chewie  over to me.,V
697,HAN,Over to you?,V
698,LANDO,"They'll have to stay here, but at least they'll be safe.",V
699,LEIA,What about Han?,V
700,LANDO,Vader's giving him to the bounty hunter.,V
701,LEIA,Vader wants us all dead.,V
702,LANDO,He doesn't want you at all. He's after somebody called  Skywalker.,V
703,HAN,Luke?,V
704,LANDO,Lord Vader has set a trap for him.,V
705,LEIA,And we're the bait.,V
706,LANDO,"Well, he's on his way.",V
707,HAN,"Perfect. You fixed us all pretty good, didn't you?   My friend!",V
708,LANDO,"Stop! I've done all I can do. I'm sorry I couldn't do better,  but I have my own problems.",V
709,HAN,"Yeah, you're a real hero.",V
710,LEIA,You certainly have a way with people.,V
711,VADER,"This facility is crude, but it should be adequate to freeze  Skywalker for his journey to the Emperor.",V
712,IMPERIAL,"SOLDIER"" ""Lord Vader, ship approaching. X-wing class.",V
713,VADER,Good. Monitor Skywalker and allow him to land.,V
714,LANDO,"Lord Vader, we only use this facility for carbon freezing. If  you put him in there, it might kill him.",V
715,VADER,I do not want the Emperor's prize damaged. We will test it...on  Captain Solo.,V
716,THREEPIO,"If only you had attached my legs, I wouldn't be in this  ridiculous position. Now, remember, Chewbacca, you have a responsibility to me, so don't do anything foolish.",V
717,HAN,What's going on...buddy?,V
718,LANDO,You're being put into carbon freeze.,V
719,BOBA,"FETT"" ""What if he doesn't survive? He's worth a lot to me.",V
720,VADER,The Empire will compensate you if he dies. Put him in!,V
721,THREEPIO,"Oh, no! No, no, no! Stop, Chewbacca, stop...!",V
722,HAN,"Stop, Chewie, stop! Do you hear me? Stop!",V
723,THREEPIO,"Yes, stop, please! I'm not ready to die.",V
724,HAN,"Chewie! Chewie, this won't help me. Hey!",V
725,HAN,Save your strength. There'll be another time. The princess -- you  have to take care of her. You hear me?,V
726,LEIA,I love you!,V
727,HAN,I know.,V
